No,Date,Time,Inlet TSS (mg/L),Inlet pH,Outlet TSS (mg/L),Outlet pH,Inlet Disch (m3/s),Dosis CL-80 (ppm),Timestamp,Kolom T1,Kolom T2,Kolom T3,Efisiensi_TSS,Delta_pH,Beban_TSS
4491,2026-02-14,21:00:00,518.0,7.6,238.0,7.3,2.289,5.4608999563128,2026-02-14 21:00:00,5.4608999563128,5.4608999563128,4.854133294500267,54.054054054054056,-0.2999999999999998,1185.702
4492,2026-02-14,22:00:00,524.0,7.68,216.0,7.21,2.248,5.560498220640569,2026-02-14 22:00:00,5.4608999563128,5.4608999563128,5.4608999563128,58.778625954198475,-0.46999999999999975,1177.9520000000002
4493,2026-02-14,23:00:00,508.0,7.6,208.0,7.17,2.248,5.560498220640569,2026-02-14 23:00:00,5.560498220640569,5.4608999563128,5.4608999563128,59.055118110236215,-0.4299999999999997,1141.9840000000002
4519,2026-02-15,00:00:00,529.0,7.77,100.0,7.84,2.126,3.266436709522316,2026-02-15 00:00:00,5.560498220640569,5.560498220640569,5.4608999563128,81.09640831758034,0.07000000000000028,1124.654
4520,2026-02-15,01:00:00,513.0,7.73,106.0,7.8,2.086,3.32907212101843,2026-02-15 01:00:00,3.266436709522316,5.560498220640569,5.560498220640569,79.33723196881091,0.0699999999999994,1070.118
4521,2026-02-15,02:00:00,520.0,7.75,98.0,7.78,2.086,3.32907212101843,2026-02-15 02:00:00,3.32907212101843,3.266436709522316,5.560498220640569,81.15384615384616,0.03000000000000025,1084.72
4522,2026-02-15,03:00:00,518.0,7.71,104.0,7.76,2.086,3.32907212101843,2026-02-15 03:00:00,3.32907212101843,3.32907212101843,3.266436709522316,79.92277992277992,0.04999999999999982,1080.548
4523,2026-02-15,04:00:00,523.0,7.73,95.0,7.7,2.046,3.394156619963072,2026-02-15 04:00:00,3.32907212101843,3.32907212101843,3.32907212101843,81.83556405353728,-0.03000000000000025,1070.058
4524,2026-02-15,05:00:00,525.0,7.7,83.0,7.65,2.006,2.769469369668772,2026-02-15 05:00:00,3.394156619963072,3.32907212101843,3.32907212101843,84.19047619047619,-0.04999999999999982,1053.1499999999999
4525,2026-02-15,06:00:00,517.0,7.74,87.0,7.68,1.967,2.8243800485793367,2026-02-15 06:00:00,2.769469369668772,3.394156619963072,3.32907212101843,83.17214700193423,-0.0600000000000005,1016.9390000000001
4502,2026-02-15,07:00:00,542.0,7.47,186.0,7.61,2.289,4.36871996505024,2026-02-15 07:00:00,2.8243800485793367,2.769469369668772,3.394156619963072,65.68265682656826,0.14000000000000057,1240.6380000000001
4503,2026-02-15,08:00:00,558.0,7.53,152.0,6.99,2.289,4.36871996505024,2026-02-15 08:00:00,4.36871996505024,2.8243800485793367,2.769469369668772,72.75985663082437,-0.54,1277.2620000000002
4504,2026-02-15,09:00:00,537.0,7.42,158.0,7.59,2.289,3.6405999708752,2026-02-15 09:00:00,4.36871996505024,4.36871996505024,2.8243800485793367,70.57728119180634,0.16999999999999993,1229.193
4505,2026-02-15,10:00:00,560.0,7.65,141.0,7.43,2.248,3.70699881376038,2026-02-15 10:00:00,3.6405999708752,4.36871996505024,4.36871996505024,74.82142857142857,-0.22000000000000064,1258.88
4506,2026-02-15,11:00:00,458.0,7.59,136.0,7.38,2.248,3.70699881376038,2026-02-15 11:00:00,3.70699881376038,3.6405999708752,4.36871996505024,70.3056768558952,-0.20999999999999996,1029.584
4507,2026-02-15,12:00:00,396.0,7.52,124.0,7.26,2.248,3.70699881376038,2026-02-15 12:00:00,3.70699881376038,3.70699881376038,3.6405999708752,68.68686868686868,-0.2599999999999998,890.2080000000001
4508,2026-02-15,13:00:00,409.0,7.57,131.0,7.29,2.248,3.70699881376038,2026-02-15 13:00:00,3.70699881376038,3.70699881376038,3.70699881376038,67.97066014669927,-0.28000000000000025,919.4320000000001
4509,2026-02-15,14:00:00,421.0,7.48,145.0,7.37,2.248,3.70699881376038,2026-02-15 14:00:00,3.70699881376038,3.70699881376038,3.70699881376038,65.55819477434679,-0.11000000000000032,946.4080000000001
4510,2026-02-15,15:00:00,417.0,7.57,136.0,7.24,2.248,3.70699881376038,2026-02-15 15:00:00,3.70699881376038,3.70699881376038,3.70699881376038,67.38609112709833,-0.33000000000000007,937.416
4511,2026-02-15,16:00:00,413.0,7.55,133.0,7.21,2.207,3.775864673010119,2026-02-15 16:00:00,3.70699881376038,3.70699881376038,3.70699881376038,67.79661016949152,-0.33999999999999986,911.491
4512,2026-02-15,17:00:00,435.0,7.64,120.0,7.42,2.207,3.775864673010119,2026-02-15 17:00:00,3.775864673010119,3.70699881376038,3.70699881376038,72.41379310344827,-0.21999999999999975,960.045
4513,2026-02-15,18:00:00,479.0,7.83,105.0,7.51,2.207,3.775864673010119,2026-02-15 18:00:00,3.775864673010119,3.775864673010119,3.70699881376038,78.07933194154488,-0.3200000000000003,1057.153
4514,2026-02-15,19:00:00,499.0,7.62,114.0,7.79,2.166,3.847337642351493,2026-02-15 19:00:00,3.775864673010119,3.775864673010119,3.775864673010119,77.15430861723446,0.16999999999999993,1080.834
4515,2026-02-15,20:00:00,501.0,7.65,110.0,7.7,2.166,3.847337642351493,2026-02-15 20:00:00,3.847337642351493,3.775864673010119,3.775864673010119,78.0439121756487,0.04999999999999982,1085.166
4516,2026-02-15,21:00:00,509.0,7.7,108.0,7.67,2.166,3.847337642351493,2026-02-15 21:00:00,3.847337642351493,3.847337642351493,3.775864673010119,78.7819253438114,-0.03000000000000025,1102.494
4517,2026-02-15,22:00:00,519.0,7.78,102.0,7.72,2.126,3.91972405142678,2026-02-15 22:00:00,3.847337642351493,3.847337642351493,3.847337642351493,80.34682080924856,-0.0600000000000005,1103.394
4518,2026-02-15,23:00:00,523.0,7.74,99.0,7.8,2.126,3.266436709522316,2026-02-15 23:00:00,3.91972405142678,3.847337642351493,3.847337642351493,81.07074569789675,0.05999999999999961,1111.898
4544,2026-02-16,00:00:00,340.0,7.9,103.0,7.91,1.56,1.4245014245014245,2026-02-16 00:00:00,3.266436709522316,3.91972405142678,3.847337642351493,69.70588235294117,0.009999999999999787,530.4
4545,2026-02-16,01:00:00,352.0,7.93,109.0,7.94,1.56,1.4245014245014245,2026-02-16 01:00:00,1.4245014245014245,3.266436709522316,3.91972405142678,69.0340909090909,0.010000000000000675,549.12
4546,2026-02-16,02:00:00,347.0,7.89,100.0,7.92,1.56,1.4245014245014245,2026-02-16 02:00:00,1.4245014245014245,1.4245014245014245,3.266436709522316,71.18155619596543,0.03000000000000025,541.32
4547,2026-02-16,03:00:00,350.0,7.91,111.0,7.9,1.56,1.0683760683760684,2026-02-16 03:00:00,1.4245014245014245,1.4245014245014245,1.4245014245014245,68.28571428571428,-0.009999999999999787,546.0
4548,2026-02-16,04:00:00,337.0,7.95,107.0,7.86,1.56,1.0683760683760684,2026-02-16 04:00:00,1.0683760683760684,1.4245014245014245,1.4245014245014245,68.24925816023739,-0.08999999999999986,525.72
4549,2026-02-16,05:00:00,316.0,7.9,98.0,7.88,1.56,1.0683760683760684,2026-02-16 05:00:00,1.0683760683760684,1.0683760683760684,1.4245014245014245,68.9873417721519,-0.020000000000000462,492.96000000000004
4550,2026-02-16,06:00:00,324.0,7.93,102.0,7.93,1.56,1.0683760683760684,2026-02-16 06:00:00,1.0683760683760684,1.0683760683760684,1.0683760683760684,68.51851851851852,0.0,505.44
4527,2026-02-16,07:00:00,507.0,7.88,78.0,7.63,1.777,3.126367785906334,2026-02-16 07:00:00,1.0683760683760684,1.0683760683760684,1.0683760683760684,84.61538461538461,-0.25,900.939
4528,2026-02-16,08:00:00,491.0,7.76,80.0,7.7,1.777,3.126367785906334,2026-02-16 08:00:00,3.126367785906334,1.0683760683760684,1.0683760683760684,83.70672097759673,-0.05999999999999961,872.507
4529,2026-02-16,09:00:00,509.0,7.71,82.0,7.59,1.777,3.126367785906334,2026-02-16 09:00:00,3.126367785906334,3.126367785906334,1.0683760683760684,83.88998035363457,-0.1200000000000001,904.4929999999999
4530,2026-02-16,10:00:00,516.0,7.68,90.0,7.61,1.777,3.126367785906334,2026-02-16 10:00:00,3.126367785906334,3.126367785906334,3.126367785906334,82.55813953488372,-0.0699999999999994,916.9319999999999
4531,2026-02-16,11:00:00,511.0,7.73,85.0,7.66,1.74,3.192848020434227,2026-02-16 11:00:00,3.126367785906334,3.126367785906334,3.126367785906334,83.36594911937377,-0.07000000000000028,889.14
4532,2026-02-16,12:00:00,432.0,7.86,69.0,7.9,1.74,3.192848020434227,2026-02-16 12:00:00,3.192848020434227,3.126367785906334,3.126367785906334,84.02777777777779,0.040000000000000036,751.68
4533,2026-02-16,13:00:00,459.0,7.81,74.0,7.93,1.703,3.2622170026750177,2026-02-16 13:00:00,3.192848020434227,3.192848020434227,3.126367785906334,83.87799564270153,0.1200000000000001,781.677
4534,2026-02-16,14:00:00,443.0,7.79,71.0,7.88,1.703,3.2622170026750177,2026-02-16 14:00:00,3.2622170026750177,3.192848020434227,3.192848020434227,83.97291196388262,0.08999999999999986,754.4290000000001
4535,2026-02-16,15:00:00,438.0,7.84,68.0,7.91,1.667,3.3326667999733384,2026-02-16 15:00:00,3.2622170026750177,3.2622170026750177,3.192848020434227,84.47488584474885,0.07000000000000028,730.1460000000001
4536,2026-02-16,16:00:00,434.0,7.82,73.0,7.86,1.667,3.3326667999733384,2026-02-16 16:00:00,3.3326667999733384,3.2622170026750177,3.2622170026750177,83.17972350230414,0.040000000000000036,723.4780000000001
4537,2026-02-16,17:00:00,410.0,7.9,70.0,7.89,1.631,3.4062265821922475,2026-02-16 17:00:00,3.3326667999733384,3.3326667999733384,3.2622170026750177,82.92682926829268,-0.010000000000000675,668.71
4538,2026-02-16,18:00:00,373.0,7.94,68.0,7.83,1.631,3.4062265821922475,2026-02-16 18:00:00,3.4062265821922475,3.3326667999733384,3.3326667999733384,81.76943699731903,-0.11000000000000032,608.363
4539,2026-02-16,19:00:00,364.0,7.8,67.0,7.96,1.595,2.6123301985370952,2026-02-16 19:00:00,3.4062265821922475,3.4062265821922475,3.3326667999733384,81.5934065934066,0.16000000000000014,580.58
4540,2026-02-16,20:00:00,367.0,7.87,70.0,7.91,1.595,2.6123301985370952,2026-02-16 20:00:00,2.6123301985370952,3.4062265821922475,3.4062265821922475,80.92643051771117,0.040000000000000036,585.365
4541,2026-02-16,21:00:00,361.0,7.84,67.0,7.95,1.595,1.741553465691397,2026-02-16 21:00:00,2.6123301985370952,2.6123301985370952,3.4062265821922475,81.4404432132964,0.11000000000000032,575.795
4542,2026-02-16,22:00:00,353.0,7.86,79.0,7.98,1.56,1.7806267806267804,2026-02-16 22:00:00,1.741553465691397,2.6123301985370952,2.6123301985370952,77.62039660056658,0.1200000000000001,550.6800000000001
4543,2026-02-16,23:00:00,349.0,7.88,92.0,7.94,1.56,1.4245014245014245,2026-02-16 23:00:00,1.7806267806267804,1.741553465691397,2.6123301985370952,73.63896848137536,0.0600000000000005,544.44
4552,2026-02-17,07:00:00,310.0,7.58,94.0,7.85,1.525,1.092896174863388,2026-02-17 07:00:00,1.4245014245014245,1.7806267806267804,1.741553465691397,69.6774193548387,0.2699999999999996,472.75
4553,2026-02-17,08:00:00,307.0,7.61,95.0,6.68,1.525,1.092896174863388,2026-02-17 08:00:00,1.092896174863388,1.4245014245014245,1.7806267806267804,69.05537459283387,-0.9300000000000006,468.17499999999995
4554,2026-02-17,09:00:00,305.0,7.57,103.0,6.83,1.525,1.092896174863388,2026-02-17 09:00:00,1.092896174863388,1.092896174863388,1.4245014245014245,66.22950819672131,-0.7400000000000002,465.125
4744,2026-03-03,00:00:00,982.0,7.77,135.0,7.35,2.373,5.852881959076648,2026-03-03 00:00:00,1.092896174863388,1.092896174863388,1.092896174863388,86.25254582484725,-0.41999999999999993,2330.286
4745,2026-03-03,01:00:00,990.0,7.73,138.0,7.33,2.331,5.958339291672624,2026-03-03 01:00:00,5.852881959076648,1.092896174863388,1.092896174863388,86.06060606060606,-0.40000000000000036,2307.69
4746,2026-03-03,02:00:00,985.0,7.76,143.0,7.3,2.289,6.067666618125333,2026-03-03 02:00:00,5.958339291672624,5.852881959076648,1.092896174863388,85.48223350253808,-0.45999999999999996,2254.665
4747,2026-03-03,03:00:00,970.0,7.74,145.0,7.28,2.289,6.067666618125333,2026-03-03 03:00:00,6.067666618125333,5.958339291672624,5.852881959076648,85.05154639175258,-0.45999999999999996,2220.33
4748,2026-03-03,04:00:00,981.0,7.7,139.0,7.23,2.289,6.067666618125333,2026-03-03 04:00:00,6.067666618125333,6.067666618125333,5.958339291672624,85.83078491335372,-0.46999999999999975,2245.509
4749,2026-03-03,05:00:00,950.0,7.44,132.0,7.22,2.289,5.4608999563128,2026-03-03 05:00:00,6.067666618125333,6.067666618125333,6.067666618125333,86.10526315789474,-0.22000000000000064,2174.55
4750,2026-03-03,06:00:00,946.0,7.5,130.0,7.2,2.289,5.4608999563128,2026-03-03 06:00:00,5.4608999563128,6.067666618125333,6.067666618125333,86.25792811839324,-0.2999999999999998,2165.3940000000002
4729,2026-03-03,09:00:00,1132.0,7.8,138.0,8.16,3.331,5.0035024517162014,2026-03-03 09:00:00,5.4608999563128,5.4608999563128,6.067666618125333,87.80918727915194,0.3600000000000003,3770.692
4730,2026-03-03,10:00:00,1082.0,7.74,150.0,8.2,3.233,5.155170636148057,2026-03-03 10:00:00,5.0035024517162014,5.4608999563128,5.4608999563128,86.13678373382625,0.4599999999999991,3498.106
4735,2026-03-03,15:00:00,940.0,7.68,145.0,7.29,2.811,5.929088106249259,2026-03-03 15:00:00,5.155170636148057,5.0035024517162014,5.4608999563128,84.57446808510637,-0.3899999999999997,2642.34
4736,2026-03-03,16:00:00,922.0,7.62,127.0,7.2,2.721,5.614765813222262,2026-03-03 16:00:00,5.929088106249259,5.155170636148057,5.0035024517162014,86.22559652928416,-0.41999999999999993,2508.762
4737,2026-03-03,17:00:00,908.0,7.59,114.0,7.27,2.632,5.804626815265113,2026-03-03 17:00:00,5.614765813222262,5.929088106249259,5.155170636148057,87.44493392070484,-0.3200000000000003,2389.856
4738,2026-03-03,18:00:00,920.0,7.52,117.0,7.19,2.632,5.804626815265113,2026-03-03 18:00:00,5.804626815265113,5.614765813222262,5.929088106249259,87.28260869565217,-0.3299999999999992,2421.44
4739,2026-03-03,19:00:00,1016.0,7.47,174.0,7.2,2.632,5.804626815265113,2026-03-03 19:00:00,5.804626815265113,5.804626815265113,5.614765813222262,82.8740157480315,-0.2699999999999996,2674.112
4740,2026-03-03,20:00:00,1012.0,7.51,177.0,7.18,2.544,5.459468902865129,2026-03-03 20:00:00,5.804626815265113,5.804626815265113,5.804626815265113,82.5098814229249,-0.33000000000000007,2574.5280000000002
4741,2026-03-03,21:00:00,1008.0,7.55,165.0,7.21,2.501,5.55333422186681,2026-03-03 21:00:00,5.459468902865129,5.804626815265113,5.804626815265113,83.63095238095238,-0.33999999999999986,2521.008
4742,2026-03-03,22:00:00,1010.0,7.68,168.0,7.16,2.458,5.650483681403128,2026-03-03 22:00:00,5.55333422186681,5.459468902865129,5.804626815265113,83.36633663366337,-0.5199999999999996,2482.5800000000004
4743,2026-03-03,23:00:00,1002.0,7.72,147.0,7.26,2.415,5.751092707614447,2026-03-03 23:00:00,5.650483681403128,5.55333422186681,5.459468902865129,85.32934131736528,-0.45999999999999996,2419.83
4752,2026-03-04,07:00:00,928.0,7.5,120.0,7.21,2.289,5.4608999563128,2026-03-04 07:00:00,5.751092707614447,5.650483681403128,5.55333422186681,87.06896551724138,-0.29000000000000004,2124.192
4753,2026-03-04,08:00:00,938.0,7.44,124.0,7.16,2.289,4.854133294500267,2026-03-04 08:00:00,5.4608999563128,5.751092707614447,5.650483681403128,86.78038379530916,-0.28000000000000025,2147.0820000000003
4754,2026-03-04,09:00:00,916.0,7.48,137.0,7.05,2.289,4.247366632687733,2026-03-04 09:00:00,4.854133294500267,5.4608999563128,5.751092707614447,85.04366812227074,-0.4300000000000006,2096.724
4755,2026-03-04,10:00:00,896.0,7.54,139.0,7.09,2.289,4.247366632687733,2026-03-04 10:00:00,4.247366632687733,4.854133294500267,5.4608999563128,84.48660714285714,-0.4500000000000002,2050.944
4756,2026-03-04,11:00:00,872.0,7.5,146.0,7.12,2.248,4.324831949387109,2026-03-04 11:00:00,4.247366632687733,4.247366632687733,4.854133294500267,83.25688073394495,-0.3799999999999999,1960.256
4757,2026-03-04,12:00:00,718.0,7.33,132.0,7.16,2.248,4.324831949387109,2026-03-04 12:00:00,4.324831949387109,4.247366632687733,4.247366632687733,81.61559888579387,-0.16999999999999993,1614.064
4758,2026-03-04,13:00:00,737.0,7.42,131.0,7.06,2.248,4.324831949387109,2026-03-04 13:00:00,4.324831949387109,4.324831949387109,4.247366632687733,82.22523744911805,-0.3600000000000003,1656.776
4759,2026-03-04,14:00:00,706.0,7.37,138.0,7.1,2.248,4.324831949387109,2026-03-04 14:00:00,4.324831949387109,4.324831949387109,4.324831949387109,80.45325779036827,-0.27000000000000046,1587.0880000000002
4760,2026-03-04,15:00:00,711.0,7.4,140.0,7.12,2.248,4.324831949387109,2026-03-04 15:00:00,4.324831949387109,4.324831949387109,4.324831949387109,80.30942334739804,-0.28000000000000025,1598.3280000000002
4761,2026-03-04,16:00:00,726.0,7.53,142.0,7.27,2.207,3.775864673010119,2026-03-04 16:00:00,4.324831949387109,4.324831949387109,4.324831949387109,80.44077134986226,-0.2600000000000007,1602.282
4762,2026-03-04,17:00:00,739.0,7.6,146.0,7.49,2.207,3.775864673010119,2026-03-04 17:00:00,3.775864673010119,4.324831949387109,4.324831949387109,80.24357239512855,-0.10999999999999943,1630.973
4763,2026-03-04,18:00:00,727.0,7.58,140.0,7.42,2.207,2.5172431153400794,2026-03-04 18:00:00,3.775864673010119,3.775864673010119,4.324831949387109,80.74277854195323,-0.16000000000000014,1604.4889999999998
4764,2026-03-04,19:00:00,880.0,7.68,149.0,7.49,2.207,3.775864673010119,2026-03-04 19:00:00,2.5172431153400794,3.775864673010119,3.775864673010119,83.06818181818181,-0.1899999999999995,1942.1599999999999
4765,2026-03-04,20:00:00,872.0,7.66,147.0,7.51,2.207,3.775864673010119,2026-03-04 20:00:00,3.775864673010119,2.5172431153400794,3.775864673010119,83.14220183486239,-0.15000000000000036,1924.504
4799,2026-03-05,05:00:00,976.0,7.29,30.0,6.78,2.721,5.614765813222262,2026-03-05 05:00:00,3.775864673010119,3.775864673010119,2.5172431153400794,96.92622950819673,-0.5099999999999998,2655.696
4800,2026-03-05,06:00:00,966.0,7.35,27.0,6.88,2.721,5.614765813222262,2026-03-05 06:00:00,5.614765813222262,3.775864673010119,3.775864673010119,97.20496894409938,-0.46999999999999975,2628.486
4819,2026-03-06,00:00:00,928.0,7.61,52.0,8.23,2.458,3.3902902088418765,2026-03-06 00:00:00,5.614765813222262,5.614765813222262,3.775864673010119,94.39655172413794,0.6200000000000001,2281.0240000000003
4820,2026-03-06,01:00:00,934.0,7.67,59.0,8.28,2.458,3.3902902088418765,2026-03-06 01:00:00,3.3902902088418765,5.614765813222262,5.614765813222262,93.6830835117773,0.6099999999999994,2295.7720000000004
4821,2026-03-06,02:00:00,928.0,7.58,62.0,8.21,2.458,3.3902902088418765,2026-03-06 02:00:00,3.3902902088418765,3.3902902088418765,5.614765813222262,93.31896551724138,0.6300000000000008,2281.0240000000003
4822,2026-03-06,03:00:00,930.0,7.69,54.0,8.29,2.458,3.3902902088418765,2026-03-06 03:00:00,3.3902902088418765,3.3902902088418765,3.3902902088418765,94.19354838709677,0.5999999999999988,2285.94
4823,2026-03-06,04:00:00,948.0,7.57,67.0,8.12,2.458,3.3902902088418765,2026-03-06 04:00:00,3.3902902088418765,3.3902902088418765,3.3902902088418765,92.9324894514768,0.5499999999999989,2330.184
4824,2026-03-06,05:00:00,964.0,7.53,82.0,7.95,2.458,3.3902902088418765,2026-03-06 05:00:00,3.3902902088418765,3.3902902088418765,3.3902902088418765,91.49377593360995,0.41999999999999993,2369.512
4825,2026-03-06,06:00:00,942.0,7.59,77.0,7.99,2.458,3.3902902088418765,2026-03-06 06:00:00,3.3902902088418765,3.3902902088418765,3.3902902088418765,91.82590233545648,0.40000000000000036,2315.436
4802,2026-03-06,07:00:00,1092.0,7.52,24.0,7.63,2.588,5.903314442727116,2026-03-06 07:00:00,3.3902902088418765,3.3902902088418765,3.3902902088418765,97.8021978021978,0.11000000000000032,2826.096
4803,2026-03-06,08:00:00,1084.0,7.41,27.0,6.46,2.588,5.903314442727116,2026-03-06 08:00:00,5.903314442727116,3.3902902088418765,3.3902902088418765,97.50922509225092,-0.9500000000000002,2805.3920000000003
4804,2026-03-06,09:00:00,1063.0,7.53,23.0,6.68,2.588,5.903314442727116,2026-03-06 09:00:00,5.903314442727116,5.903314442727116,3.3902902088418765,97.83631232361242,-0.8500000000000005,2751.044
4805,2026-03-06,10:00:00,997.0,7.5,28.0,6.88,2.588,5.903314442727116,2026-03-06 10:00:00,5.903314442727116,5.903314442727116,5.903314442727116,97.19157472417251,-0.6200000000000001,2580.236
4806,2026-03-06,11:00:00,958.0,7.37,25.0,7.41,2.544,4.367575122292103,2026-03-06 11:00:00,5.903314442727116,5.903314442727116,5.903314442727116,97.39039665970772,0.040000000000000036,2437.152
4807,2026-03-06,12:00:00,916.0,7.12,23.0,8.37,2.544,4.367575122292103,2026-03-06 12:00:00,4.367575122292103,5.903314442727116,5.903314442727116,97.48908296943232,1.2499999999999991,2330.304
4808,2026-03-06,13:00:00,932.0,7.2,28.0,8.29,2.544,4.367575122292103,2026-03-06 13:00:00,4.367575122292103,4.367575122292103,5.903314442727116,96.99570815450643,1.089999999999999,2371.008
4809,2026-03-06,14:00:00,951.0,7.17,24.0,8.35,2.544,4.367575122292103,2026-03-06 14:00:00,4.367575122292103,4.367575122292103,4.367575122292103,97.47634069400631,1.1799999999999997,2419.344
4810,2026-03-06,15:00:00,927.0,7.36,29.0,8.41,2.544,4.367575122292103,2026-03-06 15:00:00,4.367575122292103,4.367575122292103,4.367575122292103,96.87162891046385,1.0499999999999998,2358.288
4811,2026-03-06,16:00:00,921.0,7.39,31.0,8.46,2.544,4.367575122292103,2026-03-06 16:00:00,4.367575122292103,4.367575122292103,4.367575122292103,96.63409337676438,1.0700000000000012,2343.024
4812,2026-03-06,17:00:00,969.0,7.58,28.0,8.42,2.501,4.442667377493447,2026-03-06 17:00:00,4.367575122292103,4.367575122292103,4.367575122292103,97.11042311661507,0.8399999999999999,2423.469
4813,2026-03-06,18:00:00,1050.0,7.7,27.0,8.36,2.501,4.442667377493447,2026-03-06 18:00:00,4.442667377493447,4.367575122292103,4.367575122292103,97.42857142857143,0.6599999999999993,2626.0499999999997
4814,2026-03-06,19:00:00,922.0,7.75,51.0,8.17,2.501,4.442667377493447,2026-03-06 19:00:00,4.442667377493447,4.442667377493447,4.367575122292103,94.46854663774403,0.41999999999999993,2305.922
4815,2026-03-06,20:00:00,908.0,7.72,58.0,8.28,2.501,3.887333955306766,2026-03-06 20:00:00,4.442667377493447,4.442667377493447,4.442667377493447,93.6123348017621,0.5599999999999996,2270.908
4816,2026-03-06,21:00:00,916.0,7.68,55.0,8.33,2.458,3.3902902088418765,2026-03-06 21:00:00,3.887333955306766,4.442667377493447,4.442667377493447,93.99563318777294,0.6500000000000004,2251.5280000000002
4817,2026-03-06,22:00:00,924.0,7.63,54.0,8.3,2.458,3.3902902088418765,2026-03-06 22:00:00,3.3902902088418765,3.887333955306766,4.442667377493447,94.15584415584416,0.6700000000000008,2271.192
4818,2026-03-06,23:00:00,920.0,7.65,56.0,8.27,2.458,3.3902902088418765,2026-03-06 23:00:00,3.3902902088418765,3.3902902088418765,3.887333955306766,93.91304347826087,0.6199999999999992,2261.36
4844,2026-03-07,00:00:00,1014.0,7.48,95.0,7.68,2.458,3.3902902088418765,2026-03-07 00:00:00,3.3902902088418765,3.3902902088418765,3.3902902088418765,90.63116370808679,0.1999999999999993,2492.4120000000003
4845,2026-03-07,01:00:00,996.0,7.52,90.0,7.7,2.458,3.3902902088418765,2026-03-07 01:00:00,3.3902902088418765,3.3902902088418765,3.3902902088418765,90.96385542168674,0.1800000000000006,2448.168
4846,2026-03-07,02:00:00,988.0,7.5,96.0,7.67,2.458,3.3902902088418765,2026-03-07 02:00:00,3.3902902088418765,3.3902902088418765,3.3902902088418765,90.2834008097166,0.16999999999999993,2428.5040000000004
4847,2026-03-07,03:00:00,994.0,7.56,99.0,7.69,2.415,3.450655624568668,2026-03-07 03:00:00,3.3902902088418765,3.3902902088418765,3.3902902088418765,90.04024144869214,0.13000000000000078,2400.51
4848,2026-03-07,04:00:00,982.0,7.68,100.0,7.64,2.415,3.450655624568668,2026-03-07 04:00:00,3.450655624568668,3.3902902088418765,3.3902902088418765,89.81670061099797,-0.040000000000000036,2371.53
4849,2026-03-07,05:00:00,976.0,7.72,104.0,7.6,2.415,3.450655624568668,2026-03-07 05:00:00,3.450655624568668,3.450655624568668,3.3902902088418765,89.34426229508196,-0.1200000000000001,2357.04
4850,2026-03-07,06:00:00,968.0,7.7,101.0,7.67,2.415,3.450655624568668,2026-03-07 06:00:00,3.450655624568668,3.450655624568668,3.450655624568668,89.56611570247934,-0.03000000000000025,2337.7200000000003
4826,2026-03-07,06:30:00,1011.0,7.77,69.0,7.79,2.458,5.085435313262814,2026-03-07 06:30:00,3.450655624568668,3.450655624568668,3.450655624568668,93.17507418397626,0.020000000000000462,2485.038
4827,2026-03-07,07:00:00,1016.0,7.72,73.0,7.83,2.458,3.3902902088418765,2026-03-07 07:00:00,5.085435313262814,3.450655624568668,3.450655624568668,92.81496062992126,0.11000000000000032,2497.328
4828,2026-03-07,08:00:00,1007.0,7.84,78.0,7.48,2.458,3.3902902088418765,2026-03-07 08:00:00,3.3902902088418765,5.085435313262814,3.450655624568668,92.25422045680239,-0.35999999999999943,2475.206
4829,2026-03-07,09:00:00,1003.0,7.81,81.0,7.5,2.501,3.3320005331200853,2026-03-07 09:00:00,3.3902902088418765,3.3902902088418765,5.085435313262814,91.92422731804587,-0.3099999999999996,2508.5029999999997
4830,2026-03-07,10:00:00,1017.0,7.75,86.0,7.54,2.501,3.3320005331200853,2026-03-07 10:00:00,3.3320005331200853,3.3902902088418765,3.3902902088418765,91.54375614552606,-0.20999999999999996,2543.517
4831,2026-03-07,11:00:00,1001.0,7.51,83.0,7.7,2.501,3.3320005331200853,2026-03-07 11:00:00,3.3320005331200853,3.3320005331200853,3.3902902088418765,91.70829170829171,0.1900000000000004,2503.5009999999997
4832,2026-03-07,12:00:00,982.0,7.25,79.0,7.89,2.501,3.3320005331200853,2026-03-07 12:00:00,3.3320005331200853,3.3320005331200853,3.3320005331200853,91.95519348268839,0.6399999999999997,2455.982
4833,2026-03-07,13:00:00,996.0,7.36,85.0,7.82,2.501,3.3320005331200853,2026-03-07 13:00:00,3.3320005331200853,3.3320005331200853,3.3320005331200853,91.46586345381526,0.45999999999999996,2490.996
4834,2026-03-07,14:00:00,1008.0,7.42,88.0,7.74,2.501,3.3320005331200853,2026-03-07 14:00:00,3.3320005331200853,3.3320005331200853,3.3320005331200853,91.26984126984127,0.3200000000000003,2521.008
4835,2026-03-07,15:00:00,1019.0,7.45,89.0,7.81,2.501,3.3320005331200853,2026-03-07 15:00:00,3.3320005331200853,3.3320005331200853,3.3320005331200853,91.26594700686948,0.35999999999999943,2548.519
4836,2026-03-07,16:00:00,1013.0,7.63,84.0,7.71,2.501,3.3320005331200853,2026-03-07 16:00:00,3.3320005331200853,3.3320005331200853,3.3320005331200853,91.70779861796645,0.08000000000000007,2533.513
4837,2026-03-07,17:00:00,1005.0,7.6,97.0,7.79,2.501,3.3320005331200853,2026-03-07 17:00:00,3.3320005331200853,3.3320005331200853,3.3320005331200853,90.34825870646766,0.1900000000000004,2513.505
