No,Date,Time,Inlet TSS (mg/L),Inlet pH,Outlet TSS (mg/L),Outlet pH,Inlet Disch (m3/s),Dosis CL-80 (ppm),Timestamp,Kolom T1,Kolom T2,Kolom T3,Efisiensi_TSS,Delta_pH,Beban_TSS
999,2025-09-19,05:00:00,424.0,7.72,97.0,7.8,1.929,1.4400092160589826,2025-09-19 05:00:00,1.4121900242896683,1.4121900242896683,1.3847346848343858,77.12264150943396,0.08000000000000007,817.8960000000001
1000,2025-09-19,06:00:00,416.0,7.64,80.0,7.86,1.929,1.4400092160589826,2025-09-19 06:00:00,1.4400092160589826,1.4121900242896683,1.4121900242896683,80.76923076923077,0.22000000000000064,802.464
977,2025-09-19,07:00:00,586.0,7.71,80.0,7.84,2.086,1.7311175029295836,2025-09-19 07:00:00,1.4400092160589826,1.4400092160589826,1.4121900242896683,86.3481228668942,0.1299999999999999,1222.396
978,2025-09-19,08:00:00,579.0,7.76,55.0,7.52,2.086,1.7311175029295836,2025-09-19 08:00:00,1.7311175029295836,1.4400092160589826,1.4400092160589826,90.50086355785838,-0.2400000000000002,1207.7939999999999
979,2025-09-19,09:00:00,525.0,7.65,62.0,7.68,2.046,1.3576626479852287,2025-09-19 09:00:00,1.7311175029295836,1.7311175029295836,1.4400092160589826,88.19047619047619,0.02999999999999936,1074.1499999999999
980,2025-09-19,10:00:00,508.0,7.67,65.0,7.7,2.046,1.3576626479852287,2025-09-19 10:00:00,1.3576626479852287,1.7311175029295836,1.7311175029295836,87.20472440944881,0.03000000000000025,1039.368
981,2025-09-19,11:00:00,514.0,7.64,74.0,7.81,2.046,1.3576626479852287,2025-09-19 11:00:00,1.3576626479852287,1.3576626479852287,1.7311175029295836,85.60311284046692,0.16999999999999993,1051.644
982,2025-09-19,12:00:00,470.0,7.66,81.0,7.73,2.046,1.3576626479852287,2025-09-19 12:00:00,1.3576626479852287,1.3576626479852287,1.3576626479852287,82.76595744680851,0.07000000000000028,961.6199999999999
983,2025-09-19,13:00:00,473.0,7.68,79.0,7.72,2.046,1.3576626479852287,2025-09-19 13:00:00,1.3576626479852287,1.3576626479852287,1.3576626479852287,83.29809725158562,0.040000000000000036,967.7579999999999
984,2025-09-19,14:00:00,460.0,7.71,80.0,7.74,2.046,1.3576626479852287,2025-09-19 14:00:00,1.3576626479852287,1.3576626479852287,1.3576626479852287,82.6086956521739,0.03000000000000025,941.16
985,2025-09-19,15:00:00,468.0,7.73,78.0,7.75,2.046,1.3576626479852287,2025-09-19 15:00:00,1.3576626479852287,1.3576626479852287,1.3576626479852287,83.33333333333334,0.019999999999999574,957.5279999999999
986,2025-09-19,16:00:00,470.0,7.76,83.0,7.71,2.046,1.3576626479852287,2025-09-19 16:00:00,1.3576626479852287,1.3576626479852287,1.3576626479852287,82.34042553191489,-0.04999999999999982,961.6199999999999
987,2025-09-19,17:00:00,472.0,7.75,81.0,7.72,2.006,1.3847346848343858,2025-09-19 17:00:00,1.3576626479852287,1.3576626479852287,1.3576626479852287,82.83898305084746,-0.03000000000000025,946.8319999999999
988,2025-09-19,18:00:00,468.0,7.79,79.0,7.76,2.006,1.3847346848343858,2025-09-19 18:00:00,1.3847346848343858,1.3576626479852287,1.3576626479852287,83.11965811965813,-0.03000000000000025,938.8079999999999
989,2025-09-19,19:00:00,474.0,7.7,103.0,7.83,2.006,1.3847346848343858,2025-09-19 19:00:00,1.3847346848343858,1.3847346848343858,1.3576626479852287,78.27004219409282,0.1299999999999999,950.8439999999999
990,2025-09-19,20:00:00,476.0,7.74,96.0,7.81,2.006,1.3847346848343858,2025-09-19 20:00:00,1.3847346848343858,1.3847346848343858,1.3847346848343858,79.83193277310924,0.0699999999999994,954.8559999999999
991,2025-09-19,21:00:00,469.0,7.72,97.0,7.84,2.006,1.3847346848343858,2025-09-19 21:00:00,1.3847346848343858,1.3847346848343858,1.3847346848343858,79.317697228145,0.1200000000000001,940.8139999999999
992,2025-09-19,22:00:00,467.0,7.75,99.0,7.87,2.006,1.3847346848343858,2025-09-19 22:00:00,1.3847346848343858,1.3847346848343858,1.3847346848343858,78.80085653104925,0.1200000000000001,936.8019999999999
993,2025-09-19,23:00:00,452.0,7.72,95.0,7.83,2.006,1.3847346848343858,2025-09-19 23:00:00,1.3847346848343858,1.3847346848343858,1.3847346848343858,78.98230088495575,0.11000000000000032,906.7119999999999
1019,2025-09-20,00:00:00,335.0,7.82,112.0,7.53,1.667,1.3330667199893351,2025-09-20 00:00:00,1.3847346848343858,1.3847346848343858,1.3847346848343858,66.56716417910448,-0.29000000000000004,558.445
1020,2025-09-20,01:00:00,328.0,7.76,115.0,7.68,1.631,1.3624906328768989,2025-09-20 01:00:00,1.3330667199893351,1.3847346848343858,1.3847346848343858,64.9390243902439,-0.08000000000000007,534.968
1021,2025-09-20,02:00:00,351.0,7.81,113.0,7.75,1.595,1.3932427725531176,2025-09-20 02:00:00,1.3624906328768989,1.3330667199893351,1.3847346848343858,67.80626780626781,-0.05999999999999961,559.845
1022,2025-09-20,03:00:00,337.0,7.79,111.0,7.69,1.56,1.4245014245014245,2025-09-20 03:00:00,1.3932427725531176,1.3624906328768989,1.3330667199893351,67.06231454005935,-0.09999999999999964,525.72
1023,2025-09-20,04:00:00,346.0,7.84,107.0,7.76,1.525,1.4571948998178508,2025-09-20 04:00:00,1.4245014245014245,1.3932427725531176,1.3624906328768989,69.07514450867052,-0.08000000000000007,527.65
1024,2025-09-20,05:00:00,332.0,7.86,102.0,7.84,1.49,1.4914243102162563,2025-09-20 05:00:00,1.4571948998178508,1.4245014245014245,1.3932427725531176,69.27710843373494,-0.020000000000000462,494.68
1025,2025-09-20,06:00:00,341.0,7.83,105.0,7.71,1.456,1.5262515262515262,2025-09-20 06:00:00,1.4914243102162563,1.4571948998178508,1.4245014245014245,69.20821114369502,-0.1200000000000001,496.496
1002,2025-09-20,07:00:00,426.0,7.67,73.0,7.71,1.89,1.4697236919459142,2025-09-20 07:00:00,1.5262515262515262,1.4914243102162563,1.4571948998178508,82.86384976525821,0.040000000000000036,805.14
1003,2025-09-20,08:00:00,417.0,7.74,70.0,7.5,1.852,1.499880009599232,2025-09-20 08:00:00,1.4697236919459142,1.5262515262515262,1.4914243102162563,83.21342925659472,-0.2400000000000002,772.284
1004,2025-09-20,09:00:00,380.0,7.68,74.0,7.54,1.852,1.499880009599232,2025-09-20 09:00:00,1.499880009599232,1.4697236919459142,1.5262515262515262,80.52631578947368,-0.13999999999999968,703.76
1005,2025-09-20,10:00:00,336.0,7.66,77.0,7.58,1.814,1.2250398137939482,2025-09-20 10:00:00,1.499880009599232,1.499880009599232,1.4697236919459142,77.08333333333334,-0.08000000000000007,609.504
1006,2025-09-20,11:00:00,341.0,7.64,88.0,7.66,1.814,1.2250398137939482,2025-09-20 11:00:00,1.2250398137939482,1.499880009599232,1.499880009599232,74.19354838709677,0.020000000000000462,618.5740000000001
1007,2025-09-20,12:00:00,339.0,7.65,104.0,7.78,1.814,1.2250398137939482,2025-09-20 12:00:00,1.2250398137939482,1.2250398137939482,1.499880009599232,69.32153392330383,0.1299999999999999,614.946
1008,2025-09-20,13:00:00,319.0,7.77,97.0,7.86,1.777,1.2505471143625335,2025-09-20 13:00:00,1.2250398137939482,1.2250398137939482,1.2250398137939482,69.59247648902821,0.09000000000000075,566.8629999999999
1009,2025-09-20,14:00:00,323.0,7.81,89.0,7.79,1.777,1.2505471143625335,2025-09-20 14:00:00,1.2505471143625335,1.2250398137939482,1.2250398137939482,72.44582043343654,-0.019999999999999574,573.971
1010,2025-09-20,15:00:00,325.0,7.85,97.0,7.74,1.777,1.2505471143625335,2025-09-20 15:00:00,1.2505471143625335,1.2505471143625335,1.2250398137939482,70.15384615384616,-0.10999999999999943,577.525
1011,2025-09-20,16:00:00,321.0,7.8,103.0,7.81,1.74,1.2771392081736908,2025-09-20 16:00:00,1.2505471143625335,1.2505471143625335,1.2505471143625335,67.91277258566979,0.009999999999999787,558.54
1012,2025-09-20,17:00:00,319.0,7.86,116.0,7.79,1.74,1.2771392081736908,2025-09-20 17:00:00,1.2771392081736908,1.2505471143625335,1.2505471143625335,63.63636363636363,-0.07000000000000028,555.06
1013,2025-09-20,18:00:00,316.0,7.93,114.0,7.83,1.74,1.2771392081736908,2025-09-20 18:00:00,1.2771392081736908,1.2771392081736908,1.2505471143625335,63.92405063291139,-0.09999999999999964,549.84
1014,2025-09-20,19:00:00,326.0,7.73,117.0,7.84,1.703,1.304886801070007,2025-09-20 19:00:00,1.2771392081736908,1.2771392081736908,1.2771392081736908,64.11042944785275,0.10999999999999943,555.178
1015,2025-09-20,20:00:00,319.0,7.78,112.0,7.89,1.703,1.304886801070007,2025-09-20 20:00:00,1.304886801070007,1.2771392081736908,1.2771392081736908,64.89028213166145,0.10999999999999943,543.2570000000001
1016,2025-09-20,21:00:00,317.0,7.75,115.0,7.87,1.74,1.2771392081736908,2025-09-20 21:00:00,1.304886801070007,1.304886801070007,1.2771392081736908,63.722397476340696,0.1200000000000001,551.58
1017,2025-09-20,22:00:00,320.0,7.83,111.0,7.88,1.703,1.304886801070007,2025-09-20 22:00:00,1.2771392081736908,1.304886801070007,1.304886801070007,65.3125,0.04999999999999982,544.96
1018,2025-09-20,23:00:00,328.0,7.79,116.0,7.72,1.667,1.3330667199893351,2025-09-20 23:00:00,1.304886801070007,1.2771392081736908,1.304886801070007,64.63414634146342,-0.07000000000000028,546.7760000000001
1027,2025-09-21,07:00:00,318.0,7.6,102.0,7.72,1.289,1.5084906473579864,2025-09-21 07:00:00,1.3330667199893351,1.304886801070007,1.2771392081736908,67.9245283018868,0.1200000000000001,409.902
1028,2025-09-21,08:00:00,310.0,7.62,100.0,7.7,1.297,1.499186156086696,2025-09-21 08:00:00,1.5084906473579864,1.3330667199893351,1.304886801070007,67.74193548387096,0.08000000000000007,402.07
1029,2025-09-21,09:00:00,297.0,7.65,96.0,7.66,1.257,1.1049235392910812,2025-09-21 09:00:00,1.499186156086696,1.5084906473579864,1.3330667199893351,67.67676767676768,0.009999999999999787,373.32899999999995
1030,2025-09-21,10:00:00,296.0,7.527,101.0,7.64,1.225,1.1337868480725624,2025-09-21 10:00:00,1.1049235392910812,1.499186156086696,1.5084906473579864,65.87837837837837,0.11299999999999955,362.6
1031,2025-09-21,11:00:00,285.0,7.6,99.0,7.57,1.225,1.1337868480725624,2025-09-21 11:00:00,1.1337868480725624,1.1049235392910812,1.499186156086696,65.26315789473685,-0.02999999999999936,349.125
1032,2025-09-21,12:00:00,255.0,7.82,97.0,7.5,1.193,1.1641985657073668,2025-09-21 12:00:00,1.1337868480725624,1.1337868480725624,1.1049235392910812,61.96078431372549,-0.3200000000000003,304.21500000000003
1033,2025-09-21,13:00:00,259.0,7.8,99.0,7.78,1.162,1.195257219353605,2025-09-21 13:00:00,1.1641985657073668,1.1337868480725624,1.1337868480725624,61.77606177606177,-0.019999999999999574,300.95799999999997
1034,2025-09-21,14:00:00,251.0,7.76,86.0,7.72,1.1,1.2626262626262623,2025-09-21 14:00:00,1.195257219353605,1.1641985657073668,1.1337868480725624,65.73705179282868,-0.040000000000000036,276.1
1035,2025-09-21,15:00:00,277.0,7.73,84.0,7.76,1.07,1.2980269989615785,2025-09-21 15:00:00,1.2626262626262623,1.195257219353605,1.1641985657073668,69.67509025270758,0.02999999999999936,296.39000000000004
1469,2025-10-08,00:00:00,1154.0,8.07,132.0,8.28,2.415,4.6008741660915575,2025-10-08 00:00:00,1.2980269989615785,1.2626262626262623,1.195257219353605,88.56152512998267,0.20999999999999908,2786.91
1470,2025-10-08,01:00:00,1132.0,8.03,140.0,8.25,2.373,4.682305567261319,2025-10-08 01:00:00,4.6008741660915575,1.2980269989615785,1.2626262626262623,87.63250883392226,0.22000000000000064,2686.2360000000003
1471,2025-10-08,02:00:00,1110.0,8.05,153.0,8.21,2.289,4.854133294500267,2025-10-08 02:00:00,4.682305567261319,4.6008741660915575,1.2980269989615785,86.21621621621621,0.16000000000000014,2540.79
1472,2025-10-08,03:00:00,1104.0,8.02,160.0,8.19,2.248,3.70699881376038,2025-10-08 03:00:00,4.854133294500267,4.682305567261319,4.6008741660915575,85.5072463768116,0.16999999999999993,2481.7920000000004
1473,2025-10-08,04:00:00,1121.0,8.0,176.0,8.17,2.207,3.775864673010119,2025-10-08 04:00:00,3.70699881376038,4.854133294500267,4.682305567261319,84.29973238180196,0.16999999999999993,2474.047
1474,2025-10-08,05:00:00,1096.0,7.97,188.0,8.12,2.126,3.91972405142678,2025-10-08 05:00:00,3.775864673010119,3.70699881376038,4.854133294500267,82.84671532846716,0.14999999999999947,2330.096
1475,2025-10-08,06:00:00,1088.0,7.95,203.0,8.1,2.046,4.072987943955686,2025-10-08 06:00:00,3.91972405142678,3.775864673010119,3.70699881376038,81.34191176470588,0.14999999999999947,2226.048
1466,2025-10-08,21:00:00,547.0,8.19,117.0,8.37,2.373,4.097017371353655,2025-10-08 21:00:00,4.072987943955686,3.91972405142678,3.775864673010119,78.61060329067642,0.17999999999999972,1298.0310000000002
1467,2025-10-08,22:00:00,783.0,8.14,129.0,8.32,2.415,4.025764895330113,2025-10-08 22:00:00,4.097017371353655,4.072987943955686,3.91972405142678,83.5249042145594,0.17999999999999972,1890.945
1468,2025-10-08,23:00:00,960.0,8.09,136.0,8.24,2.415,4.025764895330113,2025-10-08 23:00:00,4.025764895330113,4.097017371353655,4.072987943955686,85.83333333333333,0.15000000000000036,2318.4
1494,2025-10-09,00:00:00,465.0,8.01,79.0,7.62,1.595,1.3932427725531176,2025-10-09 00:00:00,4.025764895330113,4.025764895330113,4.097017371353655,83.01075268817203,-0.3899999999999997,741.675
1495,2025-10-09,01:00:00,463.0,7.98,65.0,7.65,1.595,1.3932427725531176,2025-10-09 01:00:00,1.3932427725531176,4.025764895330113,4.025764895330113,85.96112311015118,-0.33000000000000007,738.485
1496,2025-10-09,02:00:00,436.0,7.99,70.0,7.75,1.595,1.3932427725531176,2025-10-09 02:00:00,1.3932427725531176,1.3932427725531176,4.025764895330113,83.94495412844036,-0.2400000000000002,695.42
1497,2025-10-09,03:00:00,428.0,8.04,78.0,7.72,1.56,1.4245014245014245,2025-10-09 03:00:00,1.3932427725531176,1.3932427725531176,1.3932427725531176,81.77570093457945,-0.3199999999999994,667.6800000000001
1498,2025-10-09,04:00:00,424.0,8.02,88.0,7.69,1.56,1.4245014245014245,2025-10-09 04:00:00,1.4245014245014245,1.3932427725531176,1.3932427725531176,79.24528301886792,-0.3299999999999992,661.44
1499,2025-10-09,05:00:00,419.0,8.09,94.0,7.67,1.56,1.4245014245014245,2025-10-09 05:00:00,1.4245014245014245,1.4245014245014245,1.3932427725531176,77.56563245823389,-0.41999999999999993,653.64
1500,2025-10-09,06:00:00,410.0,8.11,87.0,7.71,1.56,1.4245014245014245,2025-10-09 06:00:00,1.4245014245014245,1.4245014245014245,1.4245014245014245,78.78048780487805,-0.39999999999999947,639.6
1479,2025-10-09,09:00:00,927.0,8.02,352.0,7.86,1.852,2.999760019198464,2025-10-09 09:00:00,1.4245014245014245,1.4245014245014245,1.4245014245014245,62.02804746494067,-0.15999999999999925,1716.804
1480,2025-10-09,10:00:00,816.0,7.91,286.0,7.76,1.852,2.999760019198464,2025-10-09 10:00:00,2.999760019198464,1.4245014245014245,1.4245014245014245,64.95098039215686,-0.15000000000000036,1511.232
1481,2025-10-09,11:00:00,635.0,7.84,164.0,7.82,1.852,2.999760019198464,2025-10-09 11:00:00,2.999760019198464,2.999760019198464,1.4245014245014245,74.17322834645668,-0.019999999999999574,1176.02
1482,2025-10-09,12:00:00,477.0,7.7,177.0,7.46,1.84,2.2644927536231885,2025-10-09 12:00:00,2.999760019198464,2.999760019198464,2.999760019198464,62.893081761006286,-0.2400000000000002,877.6800000000001
1483,2025-10-09,13:00:00,458.0,7.64,170.0,7.52,1.777,1.563183892953167,2025-10-09 13:00:00,2.2644927536231885,2.999760019198464,2.999760019198464,62.882096069869,-0.1200000000000001,813.866
1484,2025-10-09,14:00:00,446.0,7.66,164.0,7.56,1.74,1.5964240102171134,2025-10-09 14:00:00,1.563183892953167,2.2644927536231885,2.999760019198464,63.22869955156951,-0.10000000000000053,776.04
1485,2025-10-09,15:00:00,432.0,7.69,150.0,7.53,1.703,1.6311085013375088,2025-10-09 15:00:00,1.5964240102171134,1.563183892953167,2.2644927536231885,65.27777777777779,-0.16000000000000014,735.696
1486,2025-10-09,16:00:00,435.0,7.67,133.0,7.59,1.703,1.6311085013375088,2025-10-09 16:00:00,1.6311085013375088,1.5964240102171134,1.563183892953167,69.42528735632185,-0.08000000000000007,740.8050000000001
1487,2025-10-09,17:00:00,428.0,7.63,129.0,7.57,1.703,1.6311085013375088,2025-10-09 17:00:00,1.6311085013375088,1.6311085013375088,1.5964240102171134,69.85981308411215,-0.05999999999999961,728.884
1488,2025-10-09,18:00:00,431.0,7.68,131.0,7.68,1.703,1.6311085013375088,2025-10-09 18:00:00,1.6311085013375088,1.6311085013375088,1.6311085013375088,69.60556844547564,0.0,733.993
1489,2025-10-09,19:00:00,468.0,8.04,128.0,7.73,1.703,1.304886801070007,2025-10-09 19:00:00,1.6311085013375088,1.6311085013375088,1.6311085013375088,72.64957264957265,-0.3099999999999987,797.004
1490,2025-10-09,20:00:00,480.0,8.02,107.0,7.67,1.667,1.3330667199893351,2025-10-09 20:00:00,1.304886801070007,1.6311085013375088,1.6311085013375088,77.70833333333333,-0.34999999999999964,800.16
1491,2025-10-09,21:00:00,479.0,8.08,89.0,7.64,1.667,1.3330667199893351,2025-10-09 21:00:00,1.3330667199893351,1.304886801070007,1.6311085013375088,81.41962421711901,-0.4400000000000004,798.493
1492,2025-10-09,22:00:00,483.0,8.05,91.0,7.6,1.631,1.3624906328768989,2025-10-09 22:00:00,1.3330667199893351,1.3330667199893351,1.304886801070007,81.15942028985508,-0.45000000000000107,787.773
1493,2025-10-09,23:00:00,448.0,8.08,86.0,7.58,1.595,1.3932427725531176,2025-10-09 23:00:00,1.3624906328768989,1.3330667199893351,1.3330667199893351,80.80357142857143,-0.5,714.56
1502,2025-10-10,07:00:00,382.0,7.78,90.0,7.81,1.49,1.4914243102162563,2025-10-10 07:00:00,1.3932427725531176,1.3624906328768989,1.3330667199893351,76.43979057591623,0.02999999999999936,569.18
1503,2025-10-10,08:00:00,374.0,7.72,95.0,7.4,1.49,1.4914243102162563,2025-10-10 08:00:00,1.4914243102162563,1.3932427725531176,1.3624906328768989,74.59893048128342,-0.3199999999999994,557.26
1504,2025-10-10,09:00:00,334.0,7.7,97.0,7.86,1.456,0.5723443223443224,2025-10-10 09:00:00,1.4914243102162563,1.4914243102162563,1.3932427725531176,70.95808383233533,0.16000000000000014,486.304
1505,2025-10-10,10:00:00,324.0,7.69,94.0,7.84,1.422,0.5860290670417253,2025-10-10 10:00:00,0.5723443223443224,1.4914243102162563,1.4914243102162563,70.98765432098766,0.14999999999999947,460.72799999999995
1506,2025-10-10,11:00:00,309.0,7.73,98.0,7.88,1.388,0.6003842459173871,2025-10-10 11:00:00,0.5860290670417253,0.5723443223443224,1.4914243102162563,68.28478964401295,0.14999999999999947,428.892
1507,2025-10-10,12:00:00,298.0,7.61,102.0,7.92,1.322,0.6303580433686333,2025-10-10 12:00:00,0.6003842459173871,0.5860290670417253,0.5723443223443224,65.77181208053692,0.3099999999999996,393.956
1508,2025-10-10,13:00:00,292.0,7.66,99.0,7.84,1.289,0.6464959917248514,2025-10-10 13:00:00,0.6303580433686333,0.6003842459173871,0.5860290670417253,66.0958904109589,0.17999999999999972,376.388
1509,2025-10-10,14:00:00,284.0,7.72,104.0,7.8,1.289,0.6464959917248514,2025-10-10 14:00:00,0.6464959917248514,0.6303580433686333,0.6003842459173871,63.38028169014085,0.08000000000000007,366.07599999999996
1510,2025-10-10,15:00:00,280.0,7.68,100.0,7.73,1.257,0.6629541235746487,2025-10-10 15:00:00,0.6464959917248514,0.6464959917248514,0.6303580433686333,64.28571428571429,0.05000000000000071,351.96
1511,2025-10-10,16:00:00,278.0,7.72,93.0,7.75,1.257,0.6629541235746487,2025-10-10 16:00:00,0.6629541235746487,0.6464959917248514,0.6464959917248514,66.54676258992805,0.03000000000000025,349.44599999999997
1924,2025-10-26,05:00:00,226.0,8.24,77.0,8.35,1.257,1.1049235392910812,2025-10-26 05:00:00,0.6629541235746487,0.6629541235746487,0.6464959917248514,65.929203539823,0.10999999999999943,284.082
1925,2025-10-26,06:00:00,253.0,8.12,79.0,8.38,1.257,1.1049235392910812,2025-10-26 06:00:00,1.1049235392910812,0.6629541235746487,0.6629541235746487,68.77470355731225,0.26000000000000156,318.02099999999996
1927,2025-10-27,07:00:00,261.0,7.95,80.0,8.23,1.225,1.1337868480725624,2025-10-27 07:00:00,1.1049235392910812,1.1049235392910812,0.6629541235746487,69.34865900383141,0.28000000000000025,319.725
1928,2025-10-27,08:00:00,265.0,7.91,82.0,8.27,1.225,1.1337868480725624,2025-10-27 08:00:00,1.1337868480725624,1.1049235392910812,1.1049235392910812,69.0566037735849,0.35999999999999943,324.625
1929,2025-10-27,09:00:00,260.0,7.97,86.0,8.21,1.225,1.1337868480725624,2025-10-27 09:00:00,1.1337868480725624,1.1337868480725624,1.1049235392910812,66.92307692307692,0.2400000000000011,318.5
1970,2025-10-28,01:00:00,1500.0,8.07,97.0,8.14,8.8999,3.745360434761439,2025-10-28 01:00:00,1.1337868480725624,1.1337868480725624,1.1337868480725624,93.53333333333333,0.07000000000000028,13349.85
2019,2025-10-30,00:00:00,1305.0,7.34,42.0,7.12,1.967,2.8243800485793367,2025-10-30 00:00:00,3.745360434761439,1.1337868480725624,1.1337868480725624,96.7816091954023,-0.21999999999999975,2566.935
2020,2025-10-30,01:00:00,1282.0,7.37,40.0,7.08,1.967,2.8243800485793367,2025-10-30 01:00:00,2.8243800485793367,3.745360434761439,1.1337868480725624,96.8798751950078,-0.29000000000000004,2521.694
2021,2025-10-30,02:00:00,1260.0,7.3,36.0,7.11,1.967,2.8243800485793367,2025-10-30 02:00:00,2.8243800485793367,2.8243800485793367,3.745360434761439,97.14285714285714,-0.1899999999999995,2478.42
2022,2025-10-30,03:00:00,1248.0,7.28,41.0,7.13,1.967,2.8243800485793367,2025-10-30 03:00:00,2.8243800485793367,2.8243800485793367,2.8243800485793367,96.71474358974359,-0.15000000000000036,2454.8160000000003
2023,2025-10-30,04:00:00,1222.0,7.31,38.0,7.1,1.967,2.8243800485793367,2025-10-30 04:00:00,2.8243800485793367,2.8243800485793367,2.8243800485793367,96.89034369885434,-0.20999999999999996,2403.674
2024,2025-10-30,05:00:00,1212.0,7.26,36.0,7.09,1.967,2.8243800485793367,2025-10-30 05:00:00,2.8243800485793367,2.8243800485793367,2.8243800485793367,97.02970297029702,-0.16999999999999993,2384.004
2025,2025-10-30,06:00:00,1197.0,7.29,39.0,7.12,1.967,2.8243800485793367,2025-10-30 06:00:00,2.8243800485793367,2.8243800485793367,2.8243800485793367,96.74185463659147,-0.16999999999999993,2354.4990000000003
2002,2025-10-30,07:00:00,1086.0,7.29,30.0,7.11,2.207,4.40517545184514,2025-10-30 07:00:00,2.8243800485793367,2.8243800485793367,2.8243800485793367,97.23756906077348,-0.17999999999999972,2396.8019999999997
2003,2025-10-30,08:00:00,1082.0,7.33,28.0,7.14,2.207,4.40517545184514,2025-10-30 08:00:00,4.40517545184514,2.8243800485793367,2.8243800485793367,97.41219963031423,-0.1900000000000004,2387.9739999999997
2004,2025-10-30,09:00:00,1078.0,7.27,33.0,7.1,2.166,4.488560582743409,2025-10-30 09:00:00,4.40517545184514,4.40517545184514,2.8243800485793367,96.93877551020408,-0.16999999999999993,2334.948
2005,2025-10-30,10:00:00,1075.0,7.24,31.0,7.12,2.166,3.206114701959577,2025-10-30 10:00:00,4.488560582743409,4.40517545184514,4.40517545184514,97.11627906976744,-0.1200000000000001,2328.45
2006,2025-10-30,11:00:00,1073.0,7.2,29.0,7.08,2.166,3.206114701959577,2025-10-30 11:00:00,3.206114701959577,4.488560582743409,4.40517545184514,97.2972972972973,-0.1200000000000001,2324.118
2007,2025-10-30,12:00:00,1070.0,7.16,33.0,7.07,2.166,3.206114701959577,2025-10-30 12:00:00,3.206114701959577,3.206114701959577,4.488560582743409,96.91588785046729,-0.08999999999999986,2317.62
2008,2025-10-30,13:00:00,1026.0,7.19,30.0,7.04,2.126,3.266436709522316,2025-10-30 13:00:00,3.206114701959577,3.206114701959577,3.206114701959577,97.07602339181285,-0.15000000000000036,2181.276
2009,2025-10-30,14:00:00,1039.0,7.23,27.0,7.08,2.126,3.266436709522316,2025-10-30 14:00:00,3.266436709522316,3.206114701959577,3.206114701959577,97.40134744947065,-0.15000000000000036,2208.9139999999998
2010,2025-10-30,15:00:00,1022.0,7.2,32.0,7.11,2.126,3.266436709522316,2025-10-30 15:00:00,3.266436709522316,3.266436709522316,3.206114701959577,96.86888454011742,-0.08999999999999986,2172.772
2011,2025-10-30,16:00:00,1032.0,7.25,25.0,7.13,2.086,3.32907212101843,2025-10-30 16:00:00,3.266436709522316,3.266436709522316,3.266436709522316,97.57751937984496,-0.1200000000000001,2152.752
2012,2025-10-30,17:00:00,1077.0,7.29,28.0,7.06,2.086,3.32907212101843,2025-10-30 17:00:00,3.32907212101843,3.266436709522316,3.266436709522316,97.40018570102136,-0.23000000000000043,2246.622
2013,2025-10-30,18:00:00,1136.0,7.31,33.0,7.07,2.086,3.32907212101843,2025-10-30 18:00:00,3.32907212101843,3.32907212101843,3.266436709522316,97.09507042253522,-0.23999999999999932,2369.696
2014,2025-10-30,19:00:00,1302.0,7.32,32.0,7.04,2.046,2.308026501574889,2025-10-30 19:00:00,3.32907212101843,3.32907212101843,3.32907212101843,97.54224270353302,-0.28000000000000025,2663.892
2015,2025-10-30,20:00:00,1233.0,7.3,38.0,7.09,2.046,2.308026501574889,2025-10-30 20:00:00,2.308026501574889,3.32907212101843,3.32907212101843,96.91808596918085,-0.20999999999999996,2522.718
2016,2025-10-30,21:00:00,1142.0,7.27,33.0,7.06,2.046,2.308026501574889,2025-10-30 21:00:00,2.308026501574889,2.308026501574889,3.32907212101843,97.11033274956216,-0.20999999999999996,2336.5319999999997
2017,2025-10-30,22:00:00,1226.0,7.32,35.0,7.1,2.006,2.769469369668772,2025-10-30 22:00:00,2.308026501574889,2.308026501574889,2.308026501574889,97.14518760195759,-0.22000000000000064,2459.3559999999998
2018,2025-10-30,23:00:00,1276.0,7.3,39.0,7.13,2.006,2.769469369668772,2025-10-30 23:00:00,2.769469369668772,2.308026501574889,2.308026501574889,96.9435736677116,-0.16999999999999993,2559.656
2044,2025-10-31,00:00:00,932.0,7.38,113.0,7.39,1.929,2.160013824088474,2025-10-31 00:00:00,2.769469369668772,2.769469369668772,2.308026501574889,87.8755364806867,0.009999999999999787,1797.828
2045,2025-10-31,01:00:00,946.0,7.42,124.0,7.42,1.89,1.9106407995296888,2025-10-31 01:00:00,2.160013824088474,2.769469369668772,2.769469369668772,86.89217758985201,0.0,1787.9399999999998
2046,2025-10-31,02:00:00,949.0,7.44,129.0,7.46,1.89,1.9106407995296888,2025-10-31 02:00:00,1.9106407995296888,2.160013824088474,2.769469369668772,86.40674394099051,0.019999999999999574,1793.61
2047,2025-10-31,03:00:00,971.0,7.41,133.0,7.42,1.89,1.9106407995296888,2025-10-31 03:00:00,1.9106407995296888,1.9106407995296888,2.160013824088474,86.30278063851699,0.009999999999999787,1835.1899999999998
2048,2025-10-31,04:00:00,953.0,7.36,146.0,7.49,1.852,1.9498440124790013,2025-10-31 04:00:00,1.9106407995296888,1.9106407995296888,1.9106407995296888,84.67995802728227,0.1299999999999999,1764.9560000000001
